item_id,timestamp,target
0,2015-01-01,26.0
0,2015-01-02,79.0
0,2015-01-03,62.0
0,2015-01-04,76.0
0,2015-01-05,292.0
0,2015-01-06,414.0
0,2015-01-07,412.0
0,2015-01-08,484.0
0,2015-01-09,326.0
0,2015-01-10,117.0
0,2015-01-11,144.0
0,2015-01-12,378.0
0,2015-01-13,448.0
0,2015-01-14,501.0
0,2015-01-15,495.0
0,2015-01-16,349.0
0,2015-01-17,120.0
0,2015-01-18,59.0
0,2015-01-19,106.0
0,2015-01-20,395.0
0,2015-01-21,453.0
0,2015-01-22,441.0
0,2015-01-23,292.0
0,2015-01-24,99.0
0,2015-01-25,124.0
0,2015-01-26,163.0
0,2015-01-27,50.0
0,2015-01-28,438.0
0,2015-01-29,451.0
0,2015-01-30,338.0
0,2015-01-31,117.0
0,2015-02-01,160.0
0,2015-02-02,349.0
0,2015-02-03,543.0
0,2015-02-04,564.0
0,2015-02-05,528.0
0,2015-02-06,512.0
0,2015-02-07,145.0
0,2015-02-08,160.0
0,2015-02-09,339.0
0,2015-02-10,435.0
0,2015-02-11,462.0
0,2015-02-12,435.0
0,2015-02-13,337.0
0,2015-02-14,69.0
0,2015-02-15,77.0
0,2015-02-16,121.0
0,2015-02-17,375.0
0,2015-02-18,463.0
0,2015-02-19,466.0
0,2015-02-20,351.0
0,2015-02-21,105.0
0,2015-02-22,123.0
0,2015-02-23,410.0
0,2015-02-24,476.0
0,2015-02-25,459.0
0,2015-02-26,501.0
0,2015-02-27,357.0
0,2015-02-28,125.0
0,2015-03-01,125.0
0,2015-03-02,125.0
0,2015-03-03,125.0
0,2015-03-04,125.0
0,2015-03-05,125.0
0,2015-03-06,125.0
0,2015-03-07,125.0
0,2015-03-08,125.0
0,2015-03-09,125.0
0,2015-03-10,125.0
0,2015-03-11,125.0
0,2015-03-12,125.0
0,2015-03-13,125.0
0,2015-03-14,125.0
0,2015-03-15,125.0
0,2015-03-16,125.0
0,2015-03-17,125.0
0,2015-03-18,125.0
0,2015-03-19,125.0
0,2015-03-20,125.0
0,2015-03-21,125.0
0,2015-03-22,125.0
0,2015-03-23,125.0
0,2015-03-24,125.0
0,2015-03-25,125.0
0,2015-03-26,125.0
0,2015-03-27,125.0
0,2015-03-28,125.0
0,2015-03-29,125.0
0,2015-03-30,125.0
0,2015-03-31,125.0
0,2015-04-01,448.0
0,2015-04-02,399.0
0,2015-04-03,119.0
0,2015-04-04,47.0
0,2015-04-05,51.0
0,2015-04-06,296.0
0,2015-04-07,399.0
0,2015-04-08,442.0
0,2015-04-09,403.0
0,2015-04-10,259.0
0,2015-04-11,88.0
0,2015-04-12,125.0
0,2015-04-13,354.0
0,2015-04-14,425.0
0,2015-04-15,442.0
0,2015-04-16,430.0
0,2015-04-17,269.0
0,2015-04-18,91.0
0,2015-04-19,124.0
0,2015-04-20,343.0
0,2015-04-21,443.0
0,2015-04-22,461.0
0,2015-04-23,422.0
0,2015-04-24,295.0
0,2015-04-25,117.0
0,2015-04-26,119.0
0,2015-04-27,321.0
0,2015-04-28,407.0
0,2015-04-29,427.0
0,2015-04-30,415.0
0,2015-05-01,315.0
0,2015-05-02,89.0
0,2015-05-03,102.0
0,2015-05-04,318.0
0,2015-05-05,394.0
0,2015-05-06,458.0
0,2015-05-07,426.0
0,2015-05-08,307.0
0,2015-05-09,104.0
0,2015-05-10,124.0
0,2015-05-11,351.0
0,2015-05-12,434.0
0,2015-05-13,442.0
0,2015-05-14,442.0
0,2015-05-15,339.0
0,2015-05-16,95.0
0,2015-05-17,142.0
0,2015-05-18,371.0
0,2015-05-19,402.0
0,2015-05-20,414.0
0,2015-05-21,407.0
0,2015-05-22,238.0
