item_id,timestamp,target
0,1959-01-31,2437.296
0,1959-02-28,2446.902
0,1959-03-31,2462.689
0,1959-04-30,2478.744
0,1959-05-31,2493.228
0,1959-06-30,2500.989
0,1959-07-31,2499.525
0,1959-08-31,2485.33
0,1959-09-30,2487.29
0,1959-10-31,2490.334
0,1959-11-30,2509.323
0,1959-12-31,2535.041
0,1960-01-31,2543.148
0,1960-02-29,2546.061
0,1960-03-31,2550.928
0,1960-04-30,2559.682
0,1960-05-31,2565.84
0,1960-06-30,2567.866
0,1960-07-31,2572.575
0,1960-08-31,2568.401
0,1960-09-30,2571.676
0,1960-10-31,2579.283
0,1960-11-30,2568.231
0,1960-12-31,2556.521
0,1961-01-31,2579.433
0,1961-02-28,2589.302
0,1961-03-31,2600.0
0,1961-04-30,2605.645
0,1961-05-31,2625.914
0,1961-06-30,2650.641
0,1961-07-31,2658.206
0,1961-08-31,2659.675
0,1961-09-30,2662.939
0,1961-10-31,2689.17
0,1961-11-30,2713.233
0,1961-12-31,2729.569
0,1962-01-31,2726.972
0,1962-02-28,2738.289
0,1962-03-31,2757.168
0,1962-04-30,2771.299
0,1962-05-31,2775.336
0,1962-06-30,2779.102
0,1962-07-31,2792.639
0,1962-08-31,2797.032
0,1962-09-30,2798.293
0,1962-10-31,2813.253
0,1962-11-30,2823.396
0,1962-12-31,2836.916
0,1963-01-31,2854.282
0,1963-02-28,2839.236
0,1963-03-31,2851.943
0,1963-04-30,2859.758
0,1963-05-31,2872.09
0,1963-06-30,2885.644
0,1963-07-31,2887.255
0,1963-08-31,2897.412
0,1963-09-30,2917.004
0,1963-10-31,2933.166
0,1963-11-30,2939.294
0,1963-12-31,2962.409
0,1964-01-31,2973.077
0,1964-02-29,2985.448
0,1964-03-31,3000.65
0,1964-04-30,3018.684
0,1964-05-31,3037.006
0,1964-06-30,3047.588
0,1964-07-31,3064.205
0,1964-08-31,3081.498
0,1964-09-30,3094.138
0,1964-10-31,3095.964
0,1964-11-30,3116.674
0,1964-12-31,3147.571
0,1965-01-31,3167.304
0,1965-02-28,3169.166
0,1965-03-31,3184.371
0,1965-04-30,3197.567
0,1965-05-31,3215.193
0,1965-06-30,3224.517
0,1965-07-31,3246.193
0,1965-08-31,3259.786
0,1965-09-30,3339.633
0,1965-10-31,3325.19
0,1965-11-30,3349.858
0,1965-12-31,3367.654
0,1966-01-31,3376.056
0,1966-02-28,3392.671
0,1966-03-31,3410.908
0,1966-04-30,3408.047
0,1966-05-31,3419.257
0,1966-06-30,3435.922
0,1966-07-31,3449.911
0,1966-08-31,3467.197
0,1966-09-30,3488.089
0,1966-10-31,3502.544
0,1966-11-30,3524.207
0,1966-12-31,3523.285
0,1967-01-31,3555.959
0,1967-02-28,3560.296
0,1967-03-31,3581.912
0,1967-04-30,3579.065
0,1967-05-31,3585.655
0,1967-06-30,3599.712
0,1967-07-31,3618.237
0,1967-08-31,3635.186
0,1967-09-30,3638.065
0,1967-10-31,3642.954
0,1967-11-30,3665.947
0,1967-12-31,3676.099
0,1968-01-31,3696.369
0,1968-02-29,3724.41
0,1968-03-31,3756.106
0,1968-04-30,3772.98
0,1968-05-31,3792.778
0,1968-06-30,3810.359
0,1968-07-31,3833.692
0,1968-08-31,3851.221
0,1968-09-30,3869.307
0,1968-10-31,3875.858
0,1968-11-30,3893.558
0,1968-12-31,3909.242
0,1969-01-31,3912.863
0,1969-02-28,3931.289
0,1969-03-31,3948.849
0,1969-04-30,3958.54
0,1969-05-31,3973.995
0,1969-06-30,3987.478
0,1969-07-31,4009.539
0,1969-08-31,4034.408
0,1969-09-30,4044.791
0,1969-10-31,4052.31
0,1969-11-30,4056.411
0,1969-12-31,4064.984
0,1970-01-31,4072.107
0,1970-02-28,4082.207
0,1970-03-31,4097.828
0,1970-04-30,4138.785
0,1970-05-31,4115.037
0,1970-06-30,4127.91
0,1970-07-31,4150.913
0,1970-08-31,4161.499
0,1970-09-30,4158.636
0,1970-10-31,4144.227
0,1970-11-30,4140.164
0,1970-12-31,4154.216
0,1971-01-31,4190.089
0,1971-02-28,4198.341
0,1971-03-31,4211.518
0,1971-04-30,4222.678
0,1971-05-31,4239.009
0,1971-06-30,4318.55
0,1971-07-31,4264.623
0,1971-08-31,4279.136
0,1971-09-30,4304.337
0,1971-10-31,4316.243
0,1971-11-30,4338.304
0,1971-12-31,4360.994
0,1972-01-31,4382.043
0,1972-02-29,4417.65
0,1972-03-31,4445.608
0,1972-04-30,4451.639
0,1972-05-31,4470.496
0,1972-06-30,4482.841
0,1972-07-31,4510.1
0,1972-08-31,4551.913
0,1972-09-30,4569.31
0,1972-10-31,4674.568
0,1972-11-30,4722.097
0,1972-12-31,4739.534
0,1973-01-31,4720.721
0,1973-02-28,4737.989
0,1973-03-31,4743.883
0,1973-04-30,4752.861
0,1973-05-31,4773.72
0,1973-06-30,4787.065
0,1973-07-31,4801.198
0,1973-08-31,4787.047
0,1973-09-30,4815.397
0,1973-10-31,4857.528
0,1973-11-30,4868.696
0,1973-12-31,4855.675
0,1974-01-31,4814.161
0,1974-02-28,4785.335
0,1974-03-31,4753.937
0,1974-04-30,4751.173
0,1974-05-31,4755.549
0,1974-06-30,4752.342
0,1974-07-31,4771.126
0,1974-08-31,4763.047
0,1974-09-30,4757.995
0,1974-10-31,4773.51
0,1974-11-30,4744.999
0,1974-12-31,4742.113
0,1975-01-31,4737.819
0,1975-02-28,4735.434
0,1975-03-31,4738.979
0,1975-04-30,4744.477
0,1975-05-31,4773.677
0,1975-06-30,4856.934
0,1975-07-31,4803.336
0,1975-08-31,4839.17
0,1975-09-30,4850.581
0,1975-10-31,4873.248
0,1975-11-30,4873.038
0,1975-12-31,4880.208
0,1976-01-31,4912.199
0,1976-02-29,4940.807
0,1976-03-31,4953.855
0,1976-04-30,4972.929
0,1976-05-31,4978.637
0,1976-06-30,4986.058
0,1976-07-31,5016.851
0,1976-08-31,5030.951
0,1976-09-30,5035.24
0,1976-10-31,5033.628
0,1976-11-30,5077.738
0,1976-12-31,5093.252
0,1977-01-31,5068.733
0,1977-02-28,5085.115
0,1977-03-31,5107.63
0,1977-04-30,5129.551
0,1977-05-31,5142.384
0,1977-06-30,5150.462
0,1977-07-31,5178.98
0,1977-08-31,5199.209
0,1977-09-30,5231.769
0,1977-10-31,5277.057
0,1977-11-30,5318.495
0,1977-12-31,5342.172
0,1978-01-31,5323.379
0,1978-02-28,5347.188
0,1978-03-31,5377.624
0,1978-04-30,5408.475
0,1978-05-31,5414.64
0,1978-06-30,5434.314
0,1978-07-31,5464.134
0,1978-08-31,5488.997
0,1978-09-30,5496.064
0,1978-10-31,5516.386
0,1978-11-30,5525.875
0,1978-12-31,5557.191
0,1979-01-31,5576.221
0,1979-02-28,5598.263
0,1979-03-31,5615.462
0,1979-04-30,5570.67
0,1979-05-31,5551.228
0,1979-06-30,5548.333
0,1979-07-31,5590.025
0,1979-08-31,5598.658
0,1979-09-30,5597.929
0,1979-10-31,5597.653
0,1979-11-30,5615.144
0,1979-12-31,5628.72
0,1980-01-31,5636.095
0,1980-02-29,5609.8
0,1980-03-31,5579.985
0,1980-04-30,5573.208
0,1980-05-31,5556.087
0,1980-06-30,5569.876
0,1980-07-31,5612.095
0,1980-08-31,5624.241
0,1980-09-30,5649.242
0,1980-10-31,5698.522
0,1980-11-30,5712.978
0,1980-12-31,5741.308
0,1981-01-31,5723.536
0,1981-02-28,5708.169
0,1981-03-31,5726.877
0,1981-04-30,5716.92
0,1981-05-31,5734.39
0,1981-06-30,5766.265
0,1981-07-31,5852.929
0,1981-08-31,5875.57
0,1981-09-30,5867.422
0,1981-10-31,5845.921
0,1981-11-30,5853.283
0,1981-12-31,5849.794
0,1982-01-31,5836.665
0,1982-02-28,5861.377
0,1982-03-31,5857.186
0,1982-04-30,5897.586
0,1982-05-31,5897.009
0,1982-06-30,5876.773
0,1982-07-31,5876.687
0,1982-08-31,5887.554
0,1982-09-30,5884.253
0,1982-10-31,5879.71
0,1982-11-30,5901.59
0,1982-12-31,5931.099
0,1983-01-31,5923.289
0,1983-02-28,5926.834
0,1983-03-31,5954.811
0,1983-04-30,5959.171
0,1983-05-31,5989.507
0,1983-06-30,5997.726
0,1983-07-31,6014.919
0,1983-08-31,6006.539
0,1983-09-30,6048.055
0,1983-10-31,6106.583
0,1983-11-30,6155.976
0,1983-12-31,6211.241
0,1984-01-31,6233.483
0,1984-02-29,6269.564
0,1984-03-31,6307.802
0,1984-04-30,6348.649
0,1984-05-31,6362.997
0,1984-06-30,6410.838
0,1984-07-31,6425.319
0,1984-08-31,6467.299
0,1984-09-30,6516.671
0,1984-10-31,6497.46
0,1984-11-30,6531.463
0,1984-12-31,6575.394
0,1985-01-31,6567.925
0,1985-02-28,6572.359
0,1985-03-31,6599.497
0,1985-04-30,6586.311
0,1985-05-31,6599.63
0,1985-06-30,6622.233
0,1985-07-31,6631.242
0,1985-08-31,6630.286
0,1985-09-30,6659.992
0,1985-10-31,6691.188
0,1985-11-30,6700.594
0,1985-12-31,6740.49
0,1986-01-31,6735.168
0,1986-02-28,6767.923
0,1986-03-31,6831.861
0,1986-04-30,6855.019
0,1986-05-31,6863.293
0,1986-06-30,6866.522
0,1986-07-31,6900.787
0,1986-08-31,6917.138
0,1986-09-30,6925.916
0,1986-10-31,6930.322
0,1986-11-30,6944.51
0,1986-12-31,6973.004
0,1987-01-31,6965.987
0,1987-02-28,6989.925
0,1987-03-31,7008.271
0,1987-04-30,7005.053
0,1987-05-31,7048.201
0,1987-06-30,7042.092
0,1987-07-31,7065.999
0,1987-08-31,7102.523
0,1987-09-30,7107.727
0,1987-10-31,7152.872
0,1987-11-30,7185.025
0,1987-12-31,7262.656
0,1988-01-31,7252.378
0,1988-02-29,7281.472
0,1988-03-31,7297.694
0,1988-04-30,7314.261
0,1988-05-31,7319.677
0,1988-06-30,7344.271
0,1988-07-31,7376.198
0,1988-08-31,7394.88
0,1988-09-30,7408.742
0,1988-10-31,7449.552
0,1988-11-30,7452.039
0,1988-12-31,7490.593
0,1989-01-31,7559.707
